Scene,Speaker,Words
"Season 5, Episode 3, Scene 23",Jim,hey you busy ok ok so you gotta hear this so jan's shower is going on right now and she's singing 'son of a preacher man' and everyone's just staring at her the song is about losing your virginity next to a church and guess what - she's been singing for the last twenty minutes oh ok well you know what i um just call me later
"Season 5, Episode 3, Scene 24",Pam,i'm not frustrated even if i were in scranton jim and i would have days like this we're just a little out of sync you know that's all oh great i washed my lipstick
"Season 5, Episode 3, Scene 26",Dwight,don't hit the fence oh no my child
"Season 5, Episode 3, Scene 27",Dwight,don't get stuck on the barbed wire
"Season 5, Episode 3, Scene 28",Dwight,playtime is over
"Season 5, Episode 3, Scene 29",Andy,so jan tell my intended about the miracle of childbirth
"Season 5, Episode 3, Scene 29",Angela,you gave birth in a tub
"Season 5, Episode 3, Scene 29",Oscar,me too
"Season 5, Episode 3, Scene 29",Michael,hey hey no no no no no no no no no no this is the birth story it was beautiful it was beautiful this is a once-in-a-lifetime experience and i should have been there i should have been there to witness this
"Season 5, Episode 3, Scene 30",Michael,i could have helped uh yeah i usually love babies but when i held astrid i just felt shortchanged phyllis could you take-
"Season 5, Episode 3, Scene 31",Michael,hey guys uh i need some advice from one baby daddy to another yeah i a baby daddy um when you first became a baby daddy did you have an immediate connection with that baby like the first time that you held it did you find that with your baby baby i just saw this baby daddy- why darryl because i'm quote white quote unquote well- it's- that's different that's not a baby could i
"Season 5, Episode 3, Scene 33",Angela,that's good now i need you to - i need it to look up here get the baby to look up here ready now come on up here your hand's in it yeah that's a good one
"Season 5, Episode 3, Scene 33",Andy,ok yeah look at my finger look looook look up here what sorry we're taking a picture she's nature's bounty
"Season 5, Episode 3, Scene 34",Michael,i was just going to i was going to talk to holly about her hygiene she smells like old tomatoes and dirt
"Season 5, Episode 3, Scene 35",Dwight,i like to call this the bumper test
"Season 5, Episode 3, Scene 36",Michael,sure you can't stay a little longer all right all right everybody we're leaving jan and astrid are leaving
"Season 5, Episode 3, Scene 36",Dwight,oh i took the liberty of putting it in your trunk
"Season 5, Episode 3, Scene 37",Michael,ok wha - that's i hate her wha - god why would you even ask me to - i i mean not that it matters 'cause i don't but wha - ok all right fine all right
"Season 5, Episode 3, Scene 38",Michael,you wanna go out
"Season 5, Episode 3, Scene 39",Michael,i didn't feel much when i held astrid but i got a good feeling from holly
"Season 5, Episode 3, Scene 40",Jim,hey it's jim leave a message hey it's me it is 5:03 you must be out or something is it me or are we just a little off today hope you didn't have any major laundry issues remember that time that i helped you do your laundry and that crazy guy came in and started yelling at you yet here you are back in a laundromat now i'm just trying to help you beesly be safe wish you were home uh anyway i miss you
"Season 5, Episode 3, Scene 40",Pam,hi hi this is pam leave a message i figured i'd catch you walking to your car but i'll leave a message i guess this is just one of those days it'll get better i finished my laundry got all my socks nothing like that time that crazy guy pushed you and then remember we went shopping the next day to buy me a washer and dryer you're probably upset that i'm even at a laundromat right now but don't worry i'm being safe and i'm headed home i'm headed to my dorm not home anyway um i miss you
"Season 5, Episode 3, Scene 41",Angela,all right how about we play the game where we guess how big the mother's belly is how many squares of toilet paper go around the waist kevin relax
"Season 5, Episode 3, Scene 41",Michael,oh ok seventeen i say seventeen squares do the boobs hey hr lady stop whispering in the corner please very rude you're ruining the party
"Season 5, Episode 3, Scene 41",Kevin,does that mean there's no toilet paper in the bathroom
"Season 5, Episode 3, Scene 41",Jim,oh yeah wait 'til you get to know her better though
"Season 5, Episode 3, Scene 43",Kevin,hey jan you went to a sperm bank i donated sperm maybe i'm the father next to the ihop i might have done it with jan
"Season 5, Episode 3, Scene 43",Oscar,are you saying kevin is not an ideal specimen
"Season 5, Episode 3, Scene 45",Kevin,jan what's new seriously you're okay with that
"Season 5, Episode 3, Scene 46",Dwight,hello spoiled little baby in your fancy brand name stroller mmm i wonder if it's as safe as they say it is oh look a curb uh oh let's see what happens inconclusive spartans would leave a weak baby by the side of the road my parents left me beside the road i crawled home
"Season 5, Episode 3, Scene 47",Dwight,not so weak huh mom
"Season 5, Episode 3, Scene 48",Dwight,gosh mommy feels like taking a jog oh no mommy forgot to wear a bra and her big fake boobs are really hurting her and she needs to let go she can't control the stroller any longer
"Season 5, Episode 3, Scene 49",Dwight,let's see what this baby can do aaaah aa-aaah it's a hardy stroller maybe it's safe
"Season 5, Episode 4, Scene 1",Pam,okay thanks
"Season 5, Episode 4, Scene 2",Pam,new york as it turns out is very expensive and i ran out of money i thought about selling a kidney but michael offered to get me a part-time job at corporate
"Season 5, Episode 4, Scene 3",Pam,hey
"Season 5, Episode 4, Scene 4",Pam,of course now michael knows where to reach me 16 to 18 hours a week
"Season 5, Episode 4, Scene 5",Pam,hey michael
"Season 5, Episode 4, Scene 6",Michael,hey that was really fun last night i'm actually thinking about getting my own set of putt-putt golf clubs yeah oh really well i uh i let her win so when um can i see you again no okay oh wait oh tonight's no good because i am busy taking you out why wow oh wait a second i can't tonight tonight's so too many times it's all good um alright so good so have a nice day you're welcome
"Season 5, Episode 4, Scene 7",Michael,in my opinion the third date is traditionally the one where you have sex does holly feel that way i don't know i will probably find out tonight if she starts having sex with me i'll know for sure
"Season 5, Episode 4, Scene 8",Andy,that's for you and um oh i am right in assuming that dwight is short for d-money 'cause that's what i wrote on your save-the-date j-money or should it be t-money for tuna receptionist money k-money
"Season 5, Episode 4, Scene 8",Dwight,you set a date
"Season 5, Episode 4, Scene 9",Dwight,a knife you got a better way about what i know none of that if i did you'd be the last to know
"Season 5, Episode 4, Scene 10",Michael,yeah some of what we order depends on whether we're having sex after oh my wow elephant in the room are we do you think do you think we're going to have sex tonight okay so we do the restaurant thing and then then then we can do we'll just do the restaurant thing first
